#    L    TT             EE             TE          
  2073    0.21442E+03    0.43931E+01   -0.11816E+02
  2074    0.21409E+03    0.43602E+01   -0.11627E+02
  2075    0.21374E+03    0.43281E+01   -0.11437E+02
  2076    0.21338E+03    0.42971E+01   -0.11246E+02
  2077    0.21303E+03    0.42670E+01   -0.11057E+02
  2078    0.21265E+03    0.42379E+01   -0.10866E+02
  2079    0.21225E+03    0.42098E+01   -0.10676E+02
  2080    0.21186E+03    0.41826E+01   -0.10485E+02
  2081    0.21145E+03    0.41565E+01   -0.10295E+02
  2082    0.21103E+03    0.41313E+01   -0.10104E+02
  2083    0.21060E+03    0.41071E+01   -0.99148E+01
  2084    0.21016E+03    0.40839E+01   -0.97249E+01
  2085    0.20972E+03    0.40617E+01   -0.95347E+01
  2086    0.20925E+03    0.40404E+01   -0.93450E+01
  2087    0.20878E+03    0.40202E+01   -0.91565E+01
  2088    0.20830E+03    0.40009E+01   -0.89685E+01
  2089    0.20781E+03    0.39826E+01   -0.87802E+01
  2090    0.20730E+03    0.39653E+01   -0.85932E+01
  2091    0.20680E+03    0.39490E+01   -0.84067E+01
  2092    0.20628E+03    0.39336E+01   -0.82213E+01
  2093    0.20574E+03    0.39192E+01   -0.80350E+01
  2094    0.20520E+03    0.39058E+01   -0.78507E+01
  2095    0.20465E+03    0.38933E+01   -0.76676E+01
  2096    0.20409E+03    0.38819E+01   -0.74858E+01
  2097    0.20352E+03    0.38713E+01   -0.73044E+01
  2098    0.20294E+03    0.38618E+01   -0.71247E+01
  2099    0.20235E+03    0.38531E+01   -0.69450E+01
  2100    0.20176E+03    0.38455E+01   -0.67676E+01
  2101    0.20115E+03    0.38388E+01   -0.65910E+01
  2102    0.20054E+03    0.38330E+01   -0.64157E+01
  2103    0.19991E+03    0.38281E+01   -0.62418E+01
  2104    0.19929E+03    0.38242E+01   -0.60693E+01
  2105    0.19864E+03    0.38210E+01   -0.58982E+01
  2106    0.19799E+03    0.38190E+01   -0.57287E+01
  2107    0.19733E+03    0.38177E+01   -0.55608E+01
  2108    0.19666E+03    0.38174E+01   -0.53945E+01
  2109    0.19600E+03    0.38179E+01   -0.52298E+01
  2110    0.19532E+03    0.38193E+01   -0.50669E+01
  2111    0.19463E+03    0.38215E+01   -0.49058E+01
  2112    0.19393E+03    0.38246E+01   -0.47464E+01
  2113    0.19323E+03    0.38285E+01   -0.45890E+01
  2114    0.19252E+03    0.38332E+01   -0.44335E+01
  2115    0.19180E+03    0.38388E+01   -0.42800E+01
  2116    0.19109E+03    0.38454E+01   -0.41284E+01
  2117    0.19036E+03    0.38529E+01   -0.39791E+01
  2118    0.18963E+03    0.38609E+01   -0.38317E+01
  2119    0.18889E+03    0.38697E+01   -0.36865E+01
  2120    0.18814E+03    0.38793E+01   -0.35434E+01
  2121    0.18738E+03    0.38898E+01   -0.34027E+01
  2122    0.18662E+03    0.39009E+01   -0.32641E+01
  2123    0.18586E+03    0.39127E+01   -0.31279E+01
  2124    0.18510E+03    0.39253E+01   -0.29939E+01
  2125    0.18432E+03    0.39387E+01   -0.28623E+01
  2126    0.18355E+03    0.39525E+01   -0.27331E+01
  2127    0.18276E+03    0.39673E+01   -0.26064E+01
  2128    0.18198E+03    0.39826E+01   -0.24820E+01
  2129    0.18118E+03    0.39985E+01   -0.23602E+01
  2130    0.18039E+03    0.40152E+01   -0.22409E+01
  2131    0.17959E+03    0.40326E+01   -0.21242E+01
  2132    0.17879E+03    0.40504E+01   -0.20099E+01
  2133    0.17799E+03    0.40690E+01   -0.18983E+01
  2134    0.17718E+03    0.40882E+01   -0.17894E+01
  2135    0.17636E+03    0.41079E+01   -0.16829E+01
  2136    0.17555E+03    0.41281E+01   -0.15793E+01
  2137    0.17473E+03    0.41490E+01   -0.14783E+01
  2138    0.17391E+03    0.41703E+01   -0.13800E+01
  2139    0.17309E+03    0.41922E+01   -0.12844E+01
  2140    0.17226E+03    0.42146E+01   -0.11915E+01
  2141    0.17144E+03    0.42374E+01   -0.11015E+01
  2142    0.17060E+03    0.42607E+01   -0.10141E+01
  2143    0.16977E+03    0.42845E+01   -0.92962E+00
  2144    0.16893E+03    0.43087E+01   -0.84778E+00
  2145    0.16810E+03    0.43334E+01   -0.76894E+00
  2146    0.16726E+03    0.43584E+01   -0.69278E+00
  2147    0.16642E+03    0.43839E+01   -0.61948E+00
  2148    0.16559E+03    0.44099E+01   -0.54904E+00
  2149    0.16476E+03    0.44362E+01   -0.48141E+00
  2150    0.16391E+03    0.44627E+01   -0.41662E+00
  2151    0.16308E+03    0.44896E+01   -0.35469E+00
  2152    0.16224E+03    0.45169E+01   -0.29560E+00
  2153    0.16140E+03    0.45445E+01   -0.23938E+00
  2154    0.16056E+03    0.45723E+01   -0.18601E+00
  2155    0.15973E+03    0.46004E+01   -0.13549E+00
  2156    0.15890E+03    0.46287E+01   -0.87818E-01
  2157    0.15806E+03    0.46573E+01   -0.43001E-01
  2158    0.15723E+03    0.46861E+01   -0.10254E-02
  2159    0.15640E+03    0.47152E+01    0.38112E-01
  2160    0.15557E+03    0.47444E+01    0.74415E-01
  2161    0.15474E+03    0.47737E+01    0.10789E+00
  2162    0.15391E+03    0.48033E+01    0.13854E+00
  2163    0.15309E+03    0.48329E+01    0.16638E+00
  2164    0.15226E+03    0.48627E+01    0.19140E+00
  2165    0.15144E+03    0.48927E+01    0.21364E+00
  2166    0.15063E+03    0.49226E+01    0.23307E+00
  2167    0.14981E+03    0.49526E+01    0.24973E+00
  2168    0.14900E+03    0.49828E+01    0.26361E+00
  2169    0.14820E+03    0.50129E+01    0.27475E+00
  2170    0.14740E+03    0.50431E+01    0.28316E+00
  2171    0.14659E+03    0.50732E+01    0.28886E+00
  2172    0.14579E+03    0.51034E+01    0.29187E+00
  2173    0.14500E+03    0.51335E+01    0.29220E+00
  2174    0.14421E+03    0.51637E+01    0.28987E+00
  2175    0.14342E+03    0.51937E+01    0.28491E+00
  2176    0.14264E+03    0.52235E+01    0.27733E+00
  2177    0.14188E+03    0.52534E+01    0.26716E+00
  2178    0.14111E+03    0.52832E+01    0.25442E+00
  2179    0.14034E+03    0.53128E+01    0.23912E+00
  2180    0.13957E+03    0.53423E+01    0.22130E+00
  2181    0.13882E+03    0.53717E+01    0.20096E+00
  2182    0.13807E+03    0.54009E+01    0.17815E+00
  2183    0.13732E+03    0.54299E+01    0.15290E+00
  2184    0.13657E+03    0.54587E+01    0.12522E+00
  2185    0.13583E+03    0.54873E+01    0.95150E-01
  2186    0.13510E+03    0.55157E+01    0.62731E-01
  2187    0.13439E+03    0.55439E+01    0.27977E-01
  2188    0.13366E+03    0.55718E+01   -0.90644E-02
  2189    0.13295E+03    0.55995E+01   -0.48375E-01
  2190    0.13225E+03    0.56268E+01   -0.89914E-01
  2191    0.13155E+03    0.56540E+01   -0.13366E+00
  2192    0.13086E+03    0.56806E+01   -0.17959E+00
  2193    0.13017E+03    0.57071E+01   -0.22766E+00
  2194    0.12949E+03    0.57333E+01   -0.27784E+00
  2195    0.12882E+03    0.57591E+01   -0.33015E+00
  2196    0.12815E+03    0.57845E+01   -0.38445E+00
  2197    0.12750E+03    0.58096E+01   -0.44071E+00
  2198    0.12684E+03    0.58343E+01   -0.49895E+00
  2199    0.12619E+03    0.58586E+01   -0.55917E+00
  2200    0.12555E+03    0.58825E+01   -0.62130E+00
  2201    0.12493E+03    0.59061E+01   -0.68519E+00
  2202    0.12430E+03    0.59292E+01   -0.75114E+00
  2203    0.12369E+03    0.59519E+01   -0.81856E+00
  2204    0.12307E+03    0.59742E+01   -0.88783E+00
  2205    0.12248E+03    0.59959E+01   -0.95871E+00
  2206    0.12189E+03    0.60172E+01   -0.10313E+01
  2207    0.12130E+03    0.60381E+01   -0.11053E+01
  2208    0.12073E+03    0.60585E+01   -0.11809E+01
  2209    0.12015E+03    0.60784E+01   -0.12580E+01
  2210    0.11959E+03    0.60977E+01   -0.13367E+01
  2211    0.11904E+03    0.61167E+01   -0.14167E+01
  2212    0.11850E+03    0.61349E+01   -0.14983E+01
  2213    0.11796E+03    0.61528E+01   -0.15810E+01
  2214    0.11743E+03    0.61700E+01   -0.16650E+01
  2215    0.11691E+03    0.61869E+01   -0.17503E+01
  2216    0.11639E+03    0.62030E+01   -0.18368E+01
  2217    0.11589E+03    0.62186E+01   -0.19244E+01
  2218    0.11539E+03    0.62336E+01   -0.20132E+01
  2219    0.11491E+03    0.62480E+01   -0.21030E+01
  2220    0.11442E+03    0.62620E+01   -0.21938E+01
  2221    0.11394E+03    0.62753E+01   -0.22857E+01
  2222    0.11348E+03    0.62880E+01   -0.23784E+01
  2223    0.11303E+03    0.63001E+01   -0.24719E+01
  2224    0.11258E+03    0.63116E+01   -0.25664E+01
  2225    0.11214E+03    0.63225E+01   -0.26615E+01
  2226    0.11171E+03    0.63328E+01   -0.27574E+01
  2227    0.11128E+03    0.63424E+01   -0.28540E+01
  2228    0.11087E+03    0.63513E+01   -0.29513E+01
  2229    0.11047E+03    0.63597E+01   -0.30490E+01
  2230    0.11007E+03    0.63674E+01   -0.31475E+01
  2231    0.10968E+03    0.63745E+01   -0.32463E+01
  2232    0.10929E+03    0.63810E+01   -0.33457E+01
  2233    0.10892E+03    0.63868E+01   -0.34453E+01
  2234    0.10857E+03    0.63919E+01   -0.35454E+01
  2235    0.10822E+03    0.63965E+01   -0.36459E+01
  2236    0.10787E+03    0.64003E+01   -0.37465E+01
  2237    0.10753E+03    0.64035E+01   -0.38475E+01
  2238    0.10720E+03    0.64060E+01   -0.39488E+01
  2239    0.10688E+03    0.64079E+01   -0.40500E+01
  2240    0.10655E+03    0.64092E+01   -0.41513E+01
  2241    0.10624E+03    0.64097E+01   -0.42527E+01
  2242    0.10595E+03    0.64096E+01   -0.43542E+01
  2243    0.10568E+03    0.64088E+01   -0.44554E+01
  2244    0.10540E+03    0.64074E+01   -0.45566E+01
  2245    0.10512E+03    0.64053E+01   -0.46578E+01
  2246    0.10485E+03    0.64025E+01   -0.47589E+01
  2247    0.10460E+03    0.63991E+01   -0.48597E+01
  2248    0.10435E+03    0.63950E+01   -0.49603E+01
  2249    0.10410E+03    0.63903E+01   -0.50605E+01
  2250    0.10387E+03    0.63848E+01   -0.51606E+01
  2251    0.10364E+03    0.63788E+01   -0.52601E+01
  2252    0.10342E+03    0.63720E+01   -0.53594E+01
  2253    0.10321E+03    0.63646E+01   -0.54581E+01
  2254    0.10301E+03    0.63566E+01   -0.55564E+01
  2255    0.10282E+03    0.63480E+01   -0.56541E+01
  2256    0.10263E+03    0.63387E+01   -0.57514E+01
  2257    0.10245E+03    0.63287E+01   -0.58479E+01
  2258    0.10227E+03    0.63181E+01   -0.59438E+01
  2259    0.10211E+03    0.63068E+01   -0.60392E+01
  2260    0.10195E+03    0.62949E+01   -0.61338E+01
  2261    0.10179E+03    0.62824E+01   -0.62275E+01
  2262    0.10165E+03    0.62693E+01   -0.63203E+01
  2263    0.10151E+03    0.62556E+01   -0.64125E+01
  2264    0.10137E+03    0.62412E+01   -0.65034E+01
  2265    0.10123E+03    0.62262E+01   -0.65935E+01
  2266    0.10111E+03    0.62107E+01   -0.66828E+01
  2267    0.10100E+03    0.61946E+01   -0.67707E+01
  2268    0.10090E+03    0.61778E+01   -0.68582E+01
  2269    0.10079E+03    0.61604E+01   -0.69449E+01
  2270    0.10069E+03    0.61426E+01   -0.70303E+01
  2271    0.10061E+03    0.61241E+01   -0.71143E+01
  2272    0.10052E+03    0.61051E+01   -0.71969E+01
  2273    0.10044E+03    0.60853E+01   -0.72783E+01
  2274    0.10037E+03    0.60651E+01   -0.73590E+01
  2275    0.10030E+03    0.60444E+01   -0.74383E+01
  2276    0.10024E+03    0.60231E+01   -0.75156E+01
  2277    0.10019E+03    0.60013E+01   -0.75922E+01
  2278    0.10013E+03    0.59791E+01   -0.76682E+01
  2279    0.10009E+03    0.59562E+01   -0.77421E+01
  2280    0.10004E+03    0.59329E+01   -0.78154E+01
  2281    0.10001E+03    0.59089E+01   -0.78865E+01
  2282    0.99973E+02    0.58846E+01   -0.79563E+01
  2283    0.99938E+02    0.58597E+01   -0.80247E+01
  2284    0.99918E+02    0.58345E+01   -0.80910E+01
  2285    0.99899E+02    0.58087E+01   -0.81567E+01
  2286    0.99865E+02    0.57824E+01   -0.82209E+01
  2287    0.99840E+02    0.57558E+01   -0.82831E+01
  2288    0.99844E+02    0.57286E+01   -0.83438E+01
  2289    0.99834E+02    0.57012E+01   -0.84032E+01
  2290    0.99832E+02    0.56731E+01   -0.84604E+01
  2291    0.99845E+02    0.56447E+01   -0.85170E+01
  2292    0.99874E+02    0.56159E+01   -0.85714E+01
  2293    0.99881E+02    0.55867E+01   -0.86244E+01
  2294    0.99895E+02    0.55571E+01   -0.86753E+01
  2295    0.99918E+02    0.55270E+01   -0.87248E+01
  2296    0.99926E+02    0.54968E+01   -0.87721E+01
  2297    0.99957E+02    0.54661E+01   -0.88188E+01
  2298    0.99989E+02    0.54351E+01   -0.88633E+01
  2299    0.10001E+03    0.54037E+01   -0.89056E+01
  2300    0.10005E+03    0.53720E+01   -0.89465E+01
  2301    0.10007E+03    0.53399E+01   -0.89861E+01
  2302    0.10011E+03    0.53077E+01   -0.90241E+01
  2303    0.10016E+03    0.52750E+01   -0.90593E+01
  2304    0.10019E+03    0.52422E+01   -0.90931E+01
  2305    0.10023E+03    0.52090E+01   -0.91254E+01
  2306    0.10028E+03    0.51755E+01   -0.91555E+01
  2307    0.10030E+03    0.51419E+01   -0.91850E+01
  2308    0.10035E+03    0.51080E+01   -0.92115E+01
  2309    0.10042E+03    0.50738E+01   -0.92366E+01
  2310    0.10047E+03    0.50395E+01   -0.92594E+01
  2311    0.10052E+03    0.50048E+01   -0.92809E+01
  2312    0.10057E+03    0.49700E+01   -0.93008E+01
  2313    0.10062E+03    0.49351E+01   -0.93186E+01
  2314    0.10068E+03    0.49000E+01   -0.93342E+01
  2315    0.10073E+03    0.48647E+01   -0.93483E+01
  2316    0.10078E+03    0.48293E+01   -0.93610E+01
  2317    0.10084E+03    0.47938E+01   -0.93714E+01
  2318    0.10089E+03    0.47581E+01   -0.93811E+01
  2319    0.10094E+03    0.47223E+01   -0.93886E+01
  2320    0.10100E+03    0.46864E+01   -0.93939E+01
  2321    0.10107E+03    0.46504E+01   -0.93970E+01
  2322    0.10112E+03    0.46144E+01   -0.93985E+01
  2323    0.10116E+03    0.45782E+01   -0.93986E+01
  2324    0.10122E+03    0.45421E+01   -0.93972E+01
  2325    0.10128E+03    0.45058E+01   -0.93935E+01
  2326    0.10133E+03    0.44696E+01   -0.93892E+01
  2327    0.10138E+03    0.44331E+01   -0.93818E+01
  2328    0.10145E+03    0.43969E+01   -0.93729E+01
  2329    0.10151E+03    0.43606E+01   -0.93625E+01
  2330    0.10156E+03    0.43242E+01   -0.93506E+01
  2331    0.10160E+03    0.42880E+01   -0.93365E+01
  2332    0.10165E+03    0.42518E+01   -0.93215E+01
  2333    0.10170E+03    0.42156E+01   -0.93043E+01
  2334    0.10172E+03    0.41793E+01   -0.92856E+01
  2335    0.10177E+03    0.41432E+01   -0.92654E+01
  2336    0.10181E+03    0.41071E+01   -0.92437E+01
  2337    0.10184E+03    0.40712E+01   -0.92189E+01
  2338    0.10188E+03    0.40353E+01   -0.91941E+01
  2339    0.10191E+03    0.39995E+01   -0.91670E+01
  2340    0.10194E+03    0.39638E+01   -0.91369E+01
  2341    0.10198E+03    0.39283E+01   -0.91089E+01
  2342    0.10201E+03    0.38929E+01   -0.90772E+01
  2343    0.10203E+03    0.38576E+01   -0.90440E+01
  2344    0.10205E+03    0.38225E+01   -0.90092E+01
  2345    0.10208E+03    0.37876E+01   -0.89735E+01
  2346    0.10210E+03    0.37528E+01   -0.89364E+01
  2347    0.10213E+03    0.37182E+01   -0.88969E+01
  2348    0.10214E+03    0.36839E+01   -0.88573E+01
  2349    0.10216E+03    0.36496E+01   -0.88154E+01
  2350    0.10216E+03    0.36156E+01   -0.87727E+01
  2351    0.10216E+03    0.35818E+01   -0.87277E+01
  2352    0.10216E+03    0.35483E+01   -0.86812E+01
  2353    0.10216E+03    0.35149E+01   -0.86345E+01
  2354    0.10216E+03    0.34819E+01   -0.85862E+01
  2355    0.10215E+03    0.34490E+01   -0.85372E+01
  2356    0.10215E+03    0.34165E+01   -0.84858E+01
  2357    0.10213E+03    0.33841E+01   -0.84335E+01
  2358    0.10211E+03    0.33520E+01   -0.83812E+01
  2359    0.10209E+03    0.33202E+01   -0.83266E+01
  2360    0.10207E+03    0.32888E+01   -0.82711E+01
  2361    0.10204E+03    0.32576E+01   -0.82147E+01
  2362    0.10201E+03    0.32268E+01   -0.81568E+01
  2363    0.10198E+03    0.31962E+01   -0.80981E+01
  2364    0.10194E+03    0.31660E+01   -0.80385E+01
  2365    0.10190E+03    0.31362E+01   -0.79780E+01
  2366    0.10185E+03    0.31066E+01   -0.79160E+01
  2367    0.10181E+03    0.30773E+01   -0.78532E+01
  2368    0.10176E+03    0.30484E+01   -0.77894E+01
  2369    0.10170E+03    0.30200E+01   -0.77256E+01
  2370    0.10163E+03    0.29918E+01   -0.76610E+01
  2371    0.10157E+03    0.29640E+01   -0.75939E+01
  2372    0.10151E+03    0.29366E+01   -0.75268E+01
  2373    0.10143E+03    0.29096E+01   -0.74596E+01
  2374    0.10136E+03    0.28829E+01   -0.73904E+01
  2375    0.10127E+03    0.28567E+01   -0.73214E+01
  2376    0.10119E+03    0.28309E+01   -0.72523E+01
  2377    0.10110E+03    0.28054E+01   -0.71815E+01
  2378    0.10101E+03    0.27804E+01   -0.71107E+01
  2379    0.10091E+03    0.27558E+01   -0.70391E+01
  2380    0.10081E+03    0.27315E+01   -0.69672E+01
  2381    0.10071E+03    0.27077E+01   -0.68945E+01
  2382    0.10060E+03    0.26844E+01   -0.68214E+01
  2383    0.10049E+03    0.26614E+01   -0.67475E+01
  2384    0.10037E+03    0.26389E+01   -0.66735E+01
  2385    0.10025E+03    0.26168E+01   -0.65990E+01
  2386    0.10012E+03    0.25951E+01   -0.65241E+01
  2387    0.99990E+02    0.25739E+01   -0.64488E+01
  2388    0.99852E+02    0.25532E+01   -0.63733E+01
  2389    0.99713E+02    0.25328E+01   -0.62973E+01
  2390    0.99574E+02    0.25130E+01   -0.62213E+01
  2391    0.99421E+02    0.24936E+01   -0.61449E+01
  2392    0.99267E+02    0.24746E+01   -0.60684E+01
  2393    0.99121E+02    0.24561E+01   -0.59916E+01
  2394    0.98952E+02    0.24380E+01   -0.59147E+01
  2395    0.98791E+02    0.24205E+01   -0.58378E+01
  2396    0.98622E+02    0.24034E+01   -0.57607E+01
  2397    0.98453E+02    0.23867E+01   -0.56836E+01
  2398    0.98269E+02    0.23705E+01   -0.56064E+01
  2399    0.98100E+02    0.23547E+01   -0.55293E+01
  2400    0.97916E+02    0.23395E+01   -0.54521E+01
  2401    0.97724E+02    0.23247E+01   -0.53749E+01
  2402    0.97539E+02    0.23103E+01   -0.52979E+01
  2403    0.97340E+02    0.22964E+01   -0.52209E+01
  2404    0.97140E+02    0.22831E+01   -0.51441E+01
  2405    0.96933E+02    0.22701E+01   -0.50675E+01
  2406    0.96733E+02    0.22576E+01   -0.49910E+01
  2407    0.96518E+02    0.22457E+01   -0.49148E+01
  2408    0.96303E+02    0.22342E+01   -0.48387E+01
  2409    0.96080E+02    0.22230E+01   -0.47631E+01
  2410    0.95865E+02    0.22125E+01   -0.46877E+01
  2411    0.95641E+02    0.22023E+01   -0.46127E+01
  2412    0.95403E+02    0.21926E+01   -0.45379E+01
  2413    0.95172E+02    0.21834E+01   -0.44636E+01
  2414    0.94933E+02    0.21746E+01   -0.43897E+01
  2415    0.94695E+02    0.21663E+01   -0.43163E+01
  2416    0.94455E+02    0.21585E+01   -0.42433E+01
  2417    0.94209E+02    0.21510E+01   -0.41707E+01
  2418    0.93962E+02    0.21440E+01   -0.40988E+01
  2419    0.93707E+02    0.21374E+01   -0.40273E+01
  2420    0.93452E+02    0.21314E+01   -0.39565E+01
  2421    0.93190E+02    0.21257E+01   -0.38861E+01
  2422    0.92934E+02    0.21205E+01   -0.38164E+01
  2423    0.92664E+02    0.21158E+01   -0.37474E+01
  2424    0.92393E+02    0.21114E+01   -0.36789E+01
  2425    0.92129E+02    0.21076E+01   -0.36112E+01
  2426    0.91850E+02    0.21041E+01   -0.35442E+01
  2427    0.91571E+02    0.21010E+01   -0.34778E+01
  2428    0.91299E+02    0.20985E+01   -0.34122E+01
  2429    0.91012E+02    0.20961E+01   -0.33475E+01
  2430    0.90732E+02    0.20944E+01   -0.32834E+01
  2431    0.90437E+02    0.20930E+01   -0.32202E+01
  2432    0.90157E+02    0.20920E+01   -0.31577E+01
  2433    0.89854E+02    0.20914E+01   -0.30962E+01
  2434    0.89565E+02    0.20911E+01   -0.30354E+01
  2435    0.89269E+02    0.20913E+01   -0.29756E+01
  2436    0.88972E+02    0.20918E+01   -0.29166E+01
  2437    0.88675E+02    0.20928E+01   -0.28586E+01
  2438    0.88370E+02    0.20940E+01   -0.28014E+01
  2439    0.88065E+02    0.20957E+01   -0.27452E+01
  2440    0.87767E+02    0.20978E+01   -0.26899E+01
  2441    0.87453E+02    0.21001E+01   -0.26357E+01
  2442    0.87147E+02    0.21029E+01   -0.25824E+01
  2443    0.86833E+02    0.21060E+01   -0.25300E+01
  2444    0.86519E+02    0.21094E+01   -0.24787E+01
  2445    0.86204E+02    0.21132E+01   -0.24285E+01
  2446    0.85889E+02    0.21173E+01   -0.23792E+01
  2447    0.85573E+02    0.21217E+01   -0.23310E+01
  2448    0.85250E+02    0.21264E+01   -0.22839E+01
  2449    0.84934E+02    0.21315E+01   -0.22379E+01
  2450    0.84609E+02    0.21369E+01   -0.21928E+01
  2451    0.84285E+02    0.21425E+01   -0.21489E+01
  2452    0.83952E+02    0.21485E+01   -0.21061E+01
  2453    0.83634E+02    0.21547E+01   -0.20643E+01
  2454    0.83309E+02    0.21613E+01   -0.20237E+01
  2455    0.82982E+02    0.21680E+01   -0.19842E+01
  2456    0.82656E+02    0.21751E+01   -0.19458E+01
  2457    0.82329E+02    0.21825E+01   -0.19086E+01
  2458    0.81994E+02    0.21900E+01   -0.18726E+01
  2459    0.81673E+02    0.21978E+01   -0.18377E+01
  2460    0.81345E+02    0.22059E+01   -0.18039E+01
  2461    0.81009E+02    0.22141E+01   -0.17713E+01
  2462    0.80688E+02    0.22227E+01   -0.17399E+01
  2463    0.80358E+02    0.22314E+01   -0.17096E+01
  2464    0.80029E+02    0.22402E+01   -0.16805E+01
  2465    0.79706E+02    0.22493E+01   -0.16526E+01
  2466    0.79376E+02    0.22587E+01   -0.16258E+01
  2467    0.79045E+02    0.22683E+01   -0.16002E+01
  2468    0.78714E+02    0.22779E+01   -0.15758E+01
  2469    0.78382E+02    0.22877E+01   -0.15526E+01
  2470    0.78050E+02    0.22978E+01   -0.15307E+01
  2471    0.77725E+02    0.23079E+01   -0.15098E+01
  2472    0.77400E+02    0.23182E+01   -0.14902E+01
  2473    0.77074E+02    0.23287E+01   -0.14716E+01
  2474    0.76749E+02    0.23394E+01   -0.14543E+01
  2475    0.76422E+02    0.23501E+01   -0.14382E+01
  2476    0.76103E+02    0.23610E+01   -0.14234E+01
  2477    0.75776E+02    0.23719E+01   -0.14096E+01
  2478    0.75456E+02    0.23830E+01   -0.13970E+01
  2479    0.75129E+02    0.23942E+01   -0.13857E+01
  2480    0.74816E+02    0.24054E+01   -0.13753E+01
  2481    0.74487E+02    0.24168E+01   -0.13663E+01
  2482    0.74173E+02    0.24282E+01   -0.13583E+01
  2483    0.73852E+02    0.24397E+01   -0.13516E+01
  2484    0.73535E+02    0.24512E+01   -0.13460E+01
  2485    0.73224E+02    0.24629E+01   -0.13414E+01
  2486    0.72914E+02    0.24746E+01   -0.13381E+01
  2487    0.72602E+02    0.24862E+01   -0.13359E+01
  2488    0.72295E+02    0.24979E+01   -0.13348E+01
  2489    0.71987E+02    0.25097E+01   -0.13348E+01
  2490    0.71681E+02    0.25215E+01   -0.13359E+01
  2491    0.71378E+02    0.25332E+01   -0.13380E+01
  2492    0.71075E+02    0.25450E+01   -0.13414E+01
  2493    0.70775E+02    0.25569E+01   -0.13457E+01
  2494    0.70478E+02    0.25686E+01   -0.13511E+01
  2495    0.70181E+02    0.25803E+01   -0.13576E+01
  2496    0.69887E+02    0.25921E+01   -0.13651E+01
  2497    0.69595E+02    0.26038E+01   -0.13737E+01
  2498    0.69305E+02    0.26154E+01   -0.13833E+01
  2499    0.69019E+02    0.26271E+01   -0.13939E+01
  2500    0.68733E+02    0.26386E+01   -0.14055E+01
  2501    0.68450E+02    0.26501E+01   -0.14181E+01
  2502    0.68169E+02    0.26616E+01   -0.14317E+01
  2503    0.67891E+02    0.26729E+01   -0.14461E+01
  2504    0.67615E+02    0.26843E+01   -0.14617E+01
  2505    0.67343E+02    0.26955E+01   -0.14780E+01
  2506    0.67072E+02    0.27067E+01   -0.14954E+01
  2507    0.66802E+02    0.27177E+01   -0.15136E+01
  2508    0.66538E+02    0.27287E+01   -0.15327E+01
  2509    0.66275E+02    0.27395E+01   -0.15528E+01
  2510    0.66015E+02    0.27502E+01   -0.15737E+01
  2511    0.65758E+02    0.27608E+01   -0.15952E+01
  2512    0.65503E+02    0.27713E+01   -0.16177E+01
  2513    0.65252E+02    0.27818E+01   -0.16410E+01
  2514    0.65003E+02    0.27919E+01   -0.16653E+01
  2515    0.64756E+02    0.28020E+01   -0.16901E+01
  2516    0.64514E+02    0.28119E+01   -0.17159E+01
  2517    0.64274E+02    0.28217E+01   -0.17423E+01
  2518    0.64037E+02    0.28313E+01   -0.17694E+01
  2519    0.63803E+02    0.28407E+01   -0.17972E+01
  2520    0.63572E+02    0.28500E+01   -0.18257E+01
  2521    0.63343E+02    0.28591E+01   -0.18549E+01
  2522    0.63119E+02    0.28680E+01   -0.18847E+01
  2523    0.62898E+02    0.28768E+01   -0.19152E+01
  2524    0.62678E+02    0.28853E+01   -0.19463E+01
  2525    0.62464E+02    0.28937E+01   -0.19780E+01
  2526    0.62252E+02    0.29018E+01   -0.20101E+01
  2527    0.62042E+02    0.29097E+01   -0.20430E+01
  2528    0.61836E+02    0.29175E+01   -0.20764E+01
  2529    0.61634E+02    0.29250E+01   -0.21103E+01
  2530    0.61436E+02    0.29324E+01   -0.21446E+01
  2531    0.61240E+02    0.29395E+01   -0.21794E+01
  2532    0.61047E+02    0.29464E+01   -0.22148E+01
  2533    0.60859E+02    0.29530E+01   -0.22506E+01
  2534    0.60673E+02    0.29595E+01   -0.22867E+01
  2535    0.60490E+02    0.29656E+01   -0.23234E+01
  2536    0.60310E+02    0.29716E+01   -0.23604E+01
  2537    0.60134E+02    0.29773E+01   -0.23977E+01
  2538    0.59961E+02    0.29828E+01   -0.24353E+01
  2539    0.59792E+02    0.29881E+01   -0.24733E+01
  2540    0.59626E+02    0.29930E+01   -0.25118E+01
  2541    0.59463E+02    0.29978E+01   -0.25503E+01
  2542    0.59302E+02    0.30023E+01   -0.25892E+01
  2543    0.59146E+02    0.30065E+01   -0.26284E+01
  2544    0.58992E+02    0.30104E+01   -0.26678E+01
  2545    0.58843E+02    0.30141E+01   -0.27074E+01
  2546    0.58696E+02    0.30175E+01   -0.27472E+01
  2547    0.58554E+02    0.30207E+01   -0.27871E+01
  2548    0.58413E+02    0.30237E+01   -0.28273E+01
  2549    0.58276E+02    0.30263E+01   -0.28675E+01
  2550    0.58143E+02    0.30286E+01   -0.29080E+01
  2551    0.58013E+02    0.30307E+01   -0.29483E+01
  2552    0.57886E+02    0.30325E+01   -0.29890E+01
  2553    0.57763E+02    0.30341E+01   -0.30297E+01
  2554    0.57642E+02    0.30353E+01   -0.30702E+01
  2555    0.57524E+02    0.30363E+01   -0.31109E+01
