#    L    TT             EE             TE          
  3546    0.57282E+01    0.28409E+00   -0.35657E+00
  3547    0.57189E+01    0.28334E+00   -0.35856E+00
  3548    0.57098E+01    0.28257E+00   -0.36054E+00
  3549    0.57008E+01    0.28178E+00   -0.36247E+00
  3550    0.56921E+01    0.28099E+00   -0.36438E+00
  3551    0.56834E+01    0.28017E+00   -0.36625E+00
  3552    0.56750E+01    0.27933E+00   -0.36808E+00
  3553    0.56666E+01    0.27849E+00   -0.36988E+00
  3554    0.56585E+01    0.27762E+00   -0.37163E+00
  3555    0.56505E+01    0.27675E+00   -0.37336E+00
  3556    0.56427E+01    0.27585E+00   -0.37503E+00
  3557    0.56351E+01    0.27495E+00   -0.37667E+00
  3558    0.56275E+01    0.27403E+00   -0.37826E+00
  3559    0.56201E+01    0.27310E+00   -0.37982E+00
  3560    0.56128E+01    0.27216E+00   -0.38134E+00
  3561    0.56057E+01    0.27120E+00   -0.38282E+00
  3562    0.55987E+01    0.27023E+00   -0.38425E+00
  3563    0.55917E+01    0.26925E+00   -0.38564E+00
  3564    0.55850E+01    0.26826E+00   -0.38699E+00
  3565    0.55783E+01    0.26724E+00   -0.38829E+00
  3566    0.55717E+01    0.26622E+00   -0.38954E+00
  3567    0.55653E+01    0.26518E+00   -0.39075E+00
  3568    0.55589E+01    0.26414E+00   -0.39191E+00
  3569    0.55527E+01    0.26309E+00   -0.39303E+00
  3570    0.55467E+01    0.26202E+00   -0.39410E+00
  3571    0.55406E+01    0.26094E+00   -0.39513E+00
  3572    0.55345E+01    0.25985E+00   -0.39610E+00
  3573    0.55286E+01    0.25876E+00   -0.39703E+00
  3574    0.55228E+01    0.25765E+00   -0.39792E+00
  3575    0.55171E+01    0.25654E+00   -0.39874E+00
  3576    0.55114E+01    0.25541E+00   -0.39953E+00
  3577    0.55058E+01    0.25427E+00   -0.40026E+00
  3578    0.55002E+01    0.25313E+00   -0.40096E+00
  3579    0.54948E+01    0.25199E+00   -0.40159E+00
  3580    0.54893E+01    0.25082E+00   -0.40219E+00
  3581    0.54840E+01    0.24966E+00   -0.40272E+00
  3582    0.54786E+01    0.24848E+00   -0.40321E+00
  3583    0.54733E+01    0.24729E+00   -0.40365E+00
  3584    0.54681E+01    0.24610E+00   -0.40404E+00
  3585    0.54629E+01    0.24490E+00   -0.40438E+00
  3586    0.54578E+01    0.24370E+00   -0.40467E+00
  3587    0.54527E+01    0.24249E+00   -0.40491E+00
  3588    0.54475E+01    0.24127E+00   -0.40509E+00
  3589    0.54425E+01    0.24005E+00   -0.40523E+00
  3590    0.54376E+01    0.23883E+00   -0.40533E+00
  3591    0.54325E+01    0.23759E+00   -0.40536E+00
  3592    0.54276E+01    0.23636E+00   -0.40535E+00
  3593    0.54226E+01    0.23512E+00   -0.40528E+00
  3594    0.54175E+01    0.23387E+00   -0.40516E+00
  3595    0.54125E+01    0.23262E+00   -0.40500E+00
  3596    0.54075E+01    0.23137E+00   -0.40476E+00
  3597    0.54026E+01    0.23012E+00   -0.40451E+00
  3598    0.53976E+01    0.22886E+00   -0.40420E+00
  3599    0.53926E+01    0.22760E+00   -0.40382E+00
  3600    0.53876E+01    0.22633E+00   -0.40343E+00
  3601    0.53826E+01    0.22507E+00   -0.40298E+00
  3602    0.53776E+01    0.22381E+00   -0.40247E+00
  3603    0.53725E+01    0.22253E+00   -0.40191E+00
  3604    0.53674E+01    0.22126E+00   -0.40131E+00
  3605    0.53624E+01    0.21999E+00   -0.40065E+00
  3606    0.53573E+01    0.21872E+00   -0.39995E+00
  3607    0.53521E+01    0.21744E+00   -0.39920E+00
  3608    0.53471E+01    0.21618E+00   -0.39841E+00
  3609    0.53418E+01    0.21490E+00   -0.39757E+00
  3610    0.53366E+01    0.21363E+00   -0.39668E+00
  3611    0.53312E+01    0.21237E+00   -0.39574E+00
  3612    0.53259E+01    0.21109E+00   -0.39477E+00
  3613    0.53206E+01    0.20982E+00   -0.39375E+00
  3614    0.53152E+01    0.20856E+00   -0.39269E+00
  3615    0.53098E+01    0.20729E+00   -0.39158E+00
  3616    0.53042E+01    0.20603E+00   -0.39042E+00
  3617    0.52986E+01    0.20477E+00   -0.38924E+00
  3618    0.52930E+01    0.20351E+00   -0.38800E+00
  3619    0.52874E+01    0.20225E+00   -0.38673E+00
  3620    0.52817E+01    0.20100E+00   -0.38541E+00
  3621    0.52759E+01    0.19976E+00   -0.38405E+00
  3622    0.52700E+01    0.19852E+00   -0.38266E+00
  3623    0.52641E+01    0.19728E+00   -0.38122E+00
  3624    0.52580E+01    0.19604E+00   -0.37975E+00
  3625    0.52519E+01    0.19482E+00   -0.37824E+00
  3626    0.52458E+01    0.19360E+00   -0.37669E+00
  3627    0.52396E+01    0.19238E+00   -0.37510E+00
  3628    0.52333E+01    0.19116E+00   -0.37349E+00
  3629    0.52269E+01    0.18996E+00   -0.37183E+00
  3630    0.52205E+01    0.18876E+00   -0.37014E+00
  3631    0.52139E+01    0.18756E+00   -0.36841E+00
  3632    0.52072E+01    0.18636E+00   -0.36666E+00
  3633    0.52006E+01    0.18519E+00   -0.36487E+00
  3634    0.51938E+01    0.18400E+00   -0.36305E+00
  3635    0.51869E+01    0.18284E+00   -0.36121E+00
  3636    0.51800E+01    0.18168E+00   -0.35932E+00
  3637    0.51729E+01    0.18052E+00   -0.35741E+00
  3638    0.51658E+01    0.17938E+00   -0.35547E+00
  3639    0.51586E+01    0.17825E+00   -0.35349E+00
  3640    0.51513E+01    0.17712E+00   -0.35150E+00
  3641    0.51439E+01    0.17600E+00   -0.34948E+00
  3642    0.51363E+01    0.17489E+00   -0.34742E+00
  3643    0.51288E+01    0.17379E+00   -0.34535E+00
  3644    0.51210E+01    0.17269E+00   -0.34325E+00
  3645    0.51132E+01    0.17161E+00   -0.34113E+00
  3646    0.51053E+01    0.17054E+00   -0.33898E+00
  3647    0.50974E+01    0.16947E+00   -0.33681E+00
  3648    0.50893E+01    0.16842E+00   -0.33462E+00
  3649    0.50812E+01    0.16737E+00   -0.33240E+00
  3650    0.50729E+01    0.16633E+00   -0.33018E+00
  3651    0.50646E+01    0.16531E+00   -0.32791E+00
  3652    0.50561E+01    0.16429E+00   -0.32565E+00
  3653    0.50475E+01    0.16329E+00   -0.32336E+00
  3654    0.50388E+01    0.16228E+00   -0.32106E+00
  3655    0.50300E+01    0.16130E+00   -0.31873E+00
  3656    0.50212E+01    0.16033E+00   -0.31640E+00
  3657    0.50122E+01    0.15937E+00   -0.31405E+00
  3658    0.50032E+01    0.15842E+00   -0.31169E+00
  3659    0.49939E+01    0.15747E+00   -0.30931E+00
  3660    0.49847E+01    0.15655E+00   -0.30691E+00
  3661    0.49752E+01    0.15563E+00   -0.30452E+00
  3662    0.49658E+01    0.15473E+00   -0.30210E+00
  3663    0.49563E+01    0.15383E+00   -0.29969E+00
  3664    0.49465E+01    0.15295E+00   -0.29726E+00
  3665    0.49367E+01    0.15208E+00   -0.29481E+00
  3666    0.49269E+01    0.15121E+00   -0.29238E+00
  3667    0.49170E+01    0.15037E+00   -0.28994E+00
  3668    0.49070E+01    0.14954E+00   -0.28748E+00
  3669    0.48968E+01    0.14871E+00   -0.28502E+00
  3670    0.48867E+01    0.14790E+00   -0.28258E+00
  3671    0.48762E+01    0.14711E+00   -0.28011E+00
  3672    0.48658E+01    0.14632E+00   -0.27764E+00
  3673    0.48553E+01    0.14554E+00   -0.27517E+00
  3674    0.48447E+01    0.14479E+00   -0.27271E+00
  3675    0.48339E+01    0.14404E+00   -0.27025E+00
  3676    0.48232E+01    0.14331E+00   -0.26779E+00
  3677    0.48123E+01    0.14258E+00   -0.26532E+00
  3678    0.48014E+01    0.14187E+00   -0.26286E+00
  3679    0.47903E+01    0.14118E+00   -0.26040E+00
  3680    0.47792E+01    0.14049E+00   -0.25795E+00
  3681    0.47679E+01    0.13982E+00   -0.25551E+00
  3682    0.47566E+01    0.13916E+00   -0.25307E+00
  3683    0.47452E+01    0.13852E+00   -0.25065E+00
  3684    0.47338E+01    0.13789E+00   -0.24822E+00
  3685    0.47222E+01    0.13726E+00   -0.24580E+00
  3686    0.47106E+01    0.13665E+00   -0.24340E+00
  3687    0.46989E+01    0.13605E+00   -0.24100E+00
  3688    0.46871E+01    0.13547E+00   -0.23860E+00
  3689    0.46753E+01    0.13490E+00   -0.23622E+00
  3690    0.46632E+01    0.13434E+00   -0.23385E+00
  3691    0.46513E+01    0.13380E+00   -0.23150E+00
  3692    0.46392E+01    0.13327E+00   -0.22916E+00
  3693    0.46271E+01    0.13275E+00   -0.22683E+00
  3694    0.46149E+01    0.13224E+00   -0.22452E+00
  3695    0.46026E+01    0.13175E+00   -0.22222E+00
  3696    0.45902E+01    0.13127E+00   -0.21994E+00
  3697    0.45778E+01    0.13080E+00   -0.21768E+00
  3698    0.45654E+01    0.13034E+00   -0.21543E+00
  3699    0.45529E+01    0.12990E+00   -0.21319E+00
  3700    0.45403E+01    0.12947E+00   -0.21098E+00
  3701    0.45276E+01    0.12905E+00   -0.20878E+00
  3702    0.45149E+01    0.12863E+00   -0.20660E+00
  3703    0.45021E+01    0.12824E+00   -0.20444E+00
  3704    0.44894E+01    0.12786E+00   -0.20230E+00
  3705    0.44765E+01    0.12749E+00   -0.20017E+00
  3706    0.44635E+01    0.12712E+00   -0.19807E+00
  3707    0.44506E+01    0.12678E+00   -0.19600E+00
  3708    0.44375E+01    0.12644E+00   -0.19395E+00
  3709    0.44245E+01    0.12611E+00   -0.19191E+00
  3710    0.44115E+01    0.12580E+00   -0.18991E+00
  3711    0.43983E+01    0.12550E+00   -0.18791E+00
  3712    0.43852E+01    0.12521E+00   -0.18596E+00
  3713    0.43721E+01    0.12493E+00   -0.18402E+00
  3714    0.43588E+01    0.12464E+00   -0.18211E+00
  3715    0.43456E+01    0.12439E+00   -0.18022E+00
  3716    0.43322E+01    0.12414E+00   -0.17836E+00
  3717    0.43190E+01    0.12389E+00   -0.17653E+00
  3718    0.43057E+01    0.12366E+00   -0.17471E+00
  3719    0.42922E+01    0.12344E+00   -0.17293E+00
  3720    0.42789E+01    0.12326E+00   -0.17117E+00
  3721    0.42655E+01    0.12306E+00   -0.16945E+00
  3722    0.42521E+01    0.12287E+00   -0.16774E+00
  3723    0.42387E+01    0.12269E+00   -0.16607E+00
  3724    0.42253E+01    0.12252E+00   -0.16443E+00
  3725    0.42118E+01    0.12237E+00   -0.16282E+00
  3726    0.41984E+01    0.12221E+00   -0.16123E+00
  3727    0.41849E+01    0.12208E+00   -0.15967E+00
  3728    0.41715E+01    0.12194E+00   -0.15815E+00
  3729    0.41580E+01    0.12183E+00   -0.15666E+00
  3730    0.41446E+01    0.12171E+00   -0.15519E+00
  3731    0.41311E+01    0.12161E+00   -0.15375E+00
  3732    0.41177E+01    0.12150E+00   -0.15235E+00
  3733    0.41041E+01    0.12142E+00   -0.15097E+00
  3734    0.40908E+01    0.12134E+00   -0.14962E+00
  3735    0.40773E+01    0.12126E+00   -0.14831E+00
  3736    0.40639E+01    0.12119E+00   -0.14704E+00
  3737    0.40506E+01    0.12114E+00   -0.14579E+00
  3738    0.40371E+01    0.12109E+00   -0.14458E+00
  3739    0.40237E+01    0.12105E+00   -0.14339E+00
  3740    0.40105E+01    0.12101E+00   -0.14223E+00
  3741    0.39971E+01    0.12098E+00   -0.14108E+00
  3742    0.39837E+01    0.12096E+00   -0.13999E+00
  3743    0.39705E+01    0.12094E+00   -0.13893E+00
  3744    0.39573E+01    0.12093E+00   -0.13789E+00
  3745    0.39440E+01    0.12093E+00   -0.13689E+00
  3746    0.39309E+01    0.12093E+00   -0.13593E+00
  3747    0.39176E+01    0.12094E+00   -0.13500E+00
  3748    0.39045E+01    0.12095E+00   -0.13410E+00
  3749    0.38915E+01    0.12097E+00   -0.13322E+00
  3750    0.38783E+01    0.12100E+00   -0.13239E+00
  3751    0.38654E+01    0.12103E+00   -0.13158E+00
  3752    0.38524E+01    0.12106E+00   -0.13082E+00
  3753    0.38395E+01    0.12111E+00   -0.13007E+00
  3754    0.38266E+01    0.12115E+00   -0.12936E+00
  3755    0.38137E+01    0.12120E+00   -0.12868E+00
  3756    0.38009E+01    0.12125E+00   -0.12804E+00
  3757    0.37881E+01    0.12130E+00   -0.12743E+00
  3758    0.37753E+01    0.12136E+00   -0.12684E+00
  3759    0.37627E+01    0.12142E+00   -0.12629E+00
  3760    0.37500E+01    0.12150E+00   -0.12576E+00
  3761    0.37376E+01    0.12158E+00   -0.12527E+00
  3762    0.37251E+01    0.12165E+00   -0.12481E+00
  3763    0.37127E+01    0.12172E+00   -0.12438E+00
  3764    0.37003E+01    0.12180E+00   -0.12398E+00
  3765    0.36880E+01    0.12188E+00   -0.12360E+00
  3766    0.36758E+01    0.12196E+00   -0.12326E+00
  3767    0.36635E+01    0.12205E+00   -0.12296E+00
  3768    0.36514E+01    0.12214E+00   -0.12267E+00
  3769    0.36394E+01    0.12223E+00   -0.12241E+00
  3770    0.36274E+01    0.12233E+00   -0.12218E+00
  3771    0.36155E+01    0.12241E+00   -0.12199E+00
  3772    0.36037E+01    0.12251E+00   -0.12182E+00
  3773    0.35919E+01    0.12261E+00   -0.12168E+00
  3774    0.35802E+01    0.12272E+00   -0.12157E+00
  3775    0.35686E+01    0.12280E+00   -0.12147E+00
  3776    0.35570E+01    0.12291E+00   -0.12141E+00
  3777    0.35456E+01    0.12300E+00   -0.12138E+00
  3778    0.35343E+01    0.12311E+00   -0.12137E+00
  3779    0.35230E+01    0.12320E+00   -0.12140E+00
  3780    0.35118E+01    0.12330E+00   -0.12144E+00
  3781    0.35006E+01    0.12339E+00   -0.12151E+00
  3782    0.34895E+01    0.12350E+00   -0.12160E+00
  3783    0.34784E+01    0.12359E+00   -0.12171E+00
  3784    0.34675E+01    0.12369E+00   -0.12187E+00
  3785    0.34567E+01    0.12378E+00   -0.12202E+00
  3786    0.34458E+01    0.12388E+00   -0.12222E+00
  3787    0.34352E+01    0.12398E+00   -0.12243E+00
  3788    0.34247E+01    0.12406E+00   -0.12266E+00
  3789    0.34142E+01    0.12416E+00   -0.12292E+00
  3790    0.34038E+01    0.12424E+00   -0.12320E+00
  3791    0.33935E+01    0.12433E+00   -0.12350E+00
  3792    0.33833E+01    0.12442E+00   -0.12382E+00
  3793    0.33731E+01    0.12450E+00   -0.12415E+00
  3794    0.33631E+01    0.12458E+00   -0.12451E+00
  3795    0.33531E+01    0.12465E+00   -0.12489E+00
  3796    0.33432E+01    0.12473E+00   -0.12530E+00
  3797    0.33334E+01    0.12480E+00   -0.12573E+00
  3798    0.33238E+01    0.12487E+00   -0.12617E+00
  3799    0.33142E+01    0.12494E+00   -0.12662E+00
  3800    0.33046E+01    0.12501E+00   -0.12710E+00
  3801    0.32952E+01    0.12506E+00   -0.12759E+00
  3802    0.32859E+01    0.12513E+00   -0.12811E+00
  3803    0.32766E+01    0.12518E+00   -0.12863E+00
  3804    0.32676E+01    0.12523E+00   -0.12917E+00
  3805    0.32585E+01    0.12528E+00   -0.12973E+00
  3806    0.32495E+01    0.12532E+00   -0.13030E+00
  3807    0.32407E+01    0.12536E+00   -0.13088E+00
  3808    0.32319E+01    0.12540E+00   -0.13148E+00
  3809    0.32233E+01    0.12544E+00   -0.13209E+00
  3810    0.32148E+01    0.12546E+00   -0.13271E+00
  3811    0.32063E+01    0.12548E+00   -0.13335E+00
  3812    0.31979E+01    0.12549E+00   -0.13399E+00
  3813    0.31896E+01    0.12551E+00   -0.13465E+00
  3814    0.31814E+01    0.12552E+00   -0.13533E+00
  3815    0.31733E+01    0.12553E+00   -0.13601E+00
  3816    0.31652E+01    0.12553E+00   -0.13670E+00
  3817    0.31573E+01    0.12552E+00   -0.13739E+00
  3818    0.31495E+01    0.12552E+00   -0.13810E+00
  3819    0.31418E+01    0.12550E+00   -0.13881E+00
  3820    0.31341E+01    0.12548E+00   -0.13954E+00
  3821    0.31265E+01    0.12546E+00   -0.14026E+00
  3822    0.31190E+01    0.12543E+00   -0.14100E+00
  3823    0.31116E+01    0.12540E+00   -0.14174E+00
  3824    0.31042E+01    0.12536E+00   -0.14249E+00
  3825    0.30970E+01    0.12531E+00   -0.14323E+00
  3826    0.30900E+01    0.12527E+00   -0.14398E+00
  3827    0.30829E+01    0.12521E+00   -0.14475E+00
  3828    0.30759E+01    0.12514E+00   -0.14551E+00
  3829    0.30690E+01    0.12508E+00   -0.14627E+00
  3830    0.30623E+01    0.12501E+00   -0.14704E+00
  3831    0.30556E+01    0.12493E+00   -0.14781E+00
  3832    0.30489E+01    0.12485E+00   -0.14857E+00
  3833    0.30424E+01    0.12475E+00   -0.14934E+00
  3834    0.30360E+01    0.12465E+00   -0.15012E+00
  3835    0.30296E+01    0.12456E+00   -0.15088E+00
  3836    0.30233E+01    0.12445E+00   -0.15165E+00
  3837    0.30171E+01    0.12433E+00   -0.15242E+00
  3838    0.30109E+01    0.12421E+00   -0.15319E+00
  3839    0.30049E+01    0.12409E+00   -0.15396E+00
  3840    0.29989E+01    0.12395E+00   -0.15473E+00
  3841    0.29931E+01    0.12382E+00   -0.15549E+00
  3842    0.29873E+01    0.12368E+00   -0.15625E+00
  3843    0.29815E+01    0.12352E+00   -0.15700E+00
  3844    0.29758E+01    0.12337E+00   -0.15775E+00
  3845    0.29703E+01    0.12322E+00   -0.15850E+00
  3846    0.29647E+01    0.12304E+00   -0.15923E+00
  3847    0.29591E+01    0.12287E+00   -0.15998E+00
  3848    0.29538E+01    0.12269E+00   -0.16070E+00
  3849    0.29484E+01    0.12250E+00   -0.16142E+00
  3850    0.29432E+01    0.12231E+00   -0.16213E+00
  3851    0.29380E+01    0.12211E+00   -0.16284E+00
  3852    0.29329E+01    0.12191E+00   -0.16355E+00
  3853    0.29279E+01    0.12170E+00   -0.16423E+00
  3854    0.29229E+01    0.12146E+00   -0.16492E+00
  3855    0.29179E+01    0.12124E+00   -0.16559E+00
  3856    0.29130E+01    0.12102E+00   -0.16625E+00
  3857    0.29083E+01    0.12078E+00   -0.16691E+00
  3858    0.29035E+01    0.12053E+00   -0.16757E+00
  3859    0.28988E+01    0.12028E+00   -0.16821E+00
  3860    0.28942E+01    0.12006E+00   -0.16883E+00
  3861    0.28896E+01    0.11980E+00   -0.16945E+00
  3862    0.28852E+01    0.11953E+00   -0.17006E+00
  3863    0.28807E+01    0.11927E+00   -0.17065E+00
  3864    0.28763E+01    0.11899E+00   -0.17124E+00
  3865    0.28719E+01    0.11871E+00   -0.17180E+00
  3866    0.28676E+01    0.11843E+00   -0.17236E+00
  3867    0.28633E+01    0.11814E+00   -0.17290E+00
  3868    0.28590E+01    0.11785E+00   -0.17343E+00
  3869    0.28548E+01    0.11754E+00   -0.17395E+00
  3870    0.28507E+01    0.11724E+00   -0.17445E+00
  3871    0.28467E+01    0.11693E+00   -0.17494E+00
  3872    0.28426E+01    0.11660E+00   -0.17541E+00
  3873    0.28385E+01    0.11628E+00   -0.17587E+00
  3874    0.28345E+01    0.11595E+00   -0.17631E+00
  3875    0.28306E+01    0.11564E+00   -0.17675E+00
  3876    0.28266E+01    0.11530E+00   -0.17716E+00
  3877    0.28228E+01    0.11496E+00   -0.17756E+00
  3878    0.28189E+01    0.11461E+00   -0.17794E+00
  3879    0.28151E+01    0.11426E+00   -0.17830E+00
  3880    0.28113E+01    0.11390E+00   -0.17865E+00
  3881    0.28076E+01    0.11352E+00   -0.17898E+00
  3882    0.28037E+01    0.11316E+00   -0.17930E+00
  3883    0.28001E+01    0.11278E+00   -0.17960E+00
  3884    0.27964E+01    0.11241E+00   -0.17988E+00
  3885    0.27928E+01    0.11202E+00   -0.18016E+00
  3886    0.27891E+01    0.11164E+00   -0.18040E+00
  3887    0.27855E+01    0.11126E+00   -0.18062E+00
  3888    0.27819E+01    0.11087E+00   -0.18084E+00
  3889    0.27784E+01    0.11045E+00   -0.18104E+00
  3890    0.27748E+01    0.11007E+00   -0.18121E+00
  3891    0.27713E+01    0.10966E+00   -0.18138E+00
  3892    0.27677E+01    0.10926E+00   -0.18152E+00
  3893    0.27642E+01    0.10885E+00   -0.18165E+00
  3894    0.27607E+01    0.10844E+00   -0.18175E+00
  3895    0.27570E+01    0.10802E+00   -0.18183E+00
  3896    0.27536E+01    0.10760E+00   -0.18191E+00
  3897    0.27501E+01    0.10718E+00   -0.18194E+00
  3898    0.27466E+01    0.10675E+00   -0.18197E+00
  3899    0.27431E+01    0.10632E+00   -0.18198E+00
  3900    0.27397E+01    0.10588E+00   -0.18197E+00
  3901    0.27362E+01    0.10545E+00   -0.18195E+00
  3902    0.27327E+01    0.10500E+00   -0.18190E+00
  3903    0.27292E+01    0.10456E+00   -0.18183E+00
  3904    0.27257E+01    0.10412E+00   -0.18177E+00
  3905    0.27223E+01    0.10365E+00   -0.18166E+00
  3906    0.27188E+01    0.10320E+00   -0.18154E+00
  3907    0.27153E+01    0.10277E+00   -0.18139E+00
  3908    0.27119E+01    0.10231E+00   -0.18121E+00
  3909    0.27083E+01    0.10186E+00   -0.18104E+00
  3910    0.27050E+01    0.10140E+00   -0.18084E+00
  3911    0.27015E+01    0.10094E+00   -0.18061E+00
  3912    0.26980E+01    0.10048E+00   -0.18038E+00
  3913    0.26943E+01    0.10002E+00   -0.18013E+00
  3914    0.26907E+01    0.99554E-01   -0.17986E+00
  3915    0.26871E+01    0.99084E-01   -0.17955E+00
  3916    0.26834E+01    0.98621E-01   -0.17925E+00
  3917    0.26799E+01    0.98157E-01   -0.17891E+00
  3918    0.26762E+01    0.97685E-01   -0.17856E+00
  3919    0.26725E+01    0.97219E-01   -0.17819E+00
  3920    0.26689E+01    0.96746E-01   -0.17781E+00
  3921    0.26652E+01    0.96272E-01   -0.17741E+00
  3922    0.26614E+01    0.95804E-01   -0.17698E+00
  3923    0.26577E+01    0.95328E-01   -0.17654E+00
  3924    0.26540E+01    0.94852E-01   -0.17608E+00
  3925    0.26501E+01    0.94390E-01   -0.17561E+00
  3926    0.26464E+01    0.93912E-01   -0.17511E+00
  3927    0.26425E+01    0.93442E-01   -0.17459E+00
  3928    0.26385E+01    0.92963E-01   -0.17407E+00
  3929    0.26348E+01    0.92490E-01   -0.17352E+00
